"","parutionJO","titre","annee","intitule","statutEnquete","numeroVISA","nouvelleEdition","initiative","contenuQuestionnaire","uniteStatistique","typeEnquete","champGeographique","extensionsGeographiques","periodicite","tailleEchantillon","serviceProducteurPrincipal","servicesProducteurs","dateCommissionAC","dateDebutAC","dateFinAC","commissionLabel","documentLabel","dateCommissionAO","dateDebutAO","dateFinAO","commissionCNIS"
"640",NA,"Conjoncture dans le commerce de détail et le commerce et la réparation automobiles (Enquête mensuelle de) (2024M017EC)",2024,"Enquête mensuelle de conjoncture dans le commerce de détail et le commerce et la réparation automobiles","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2024M017EC","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Entreprise",NA,"France métropolitaine",NA,"Mensuelle","environ 3 000 unités légales","Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)","2023-09-27","2024-01-01","2028-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2023/10/ac-2023-insee-conjoncture-commerce-dtail-et-automobiles-mensuelle.pdf","2023-03-30","2024-01-01","2028-12-31","entreprises-et-strategies-de-marche"
"641","2012-10-12","Conjoncture dans les services (Enquête mensuelle de) (2013M020EC)",2013,"Enquête mensuelle de conjoncture dans les services","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2013M020EC","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Entreprise","Répétitive","France métropolitaine",NA,"Mensuelle","4500","Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","2013-10-16","Conjoncture dans les services (Enquête mensuelle de) (2014M022EC)",2014,"Enquête mensuelle de conjoncture dans les services","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2014M022EC","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Entreprise","Répétitive","France métropolitaine",NA,"Mensuelle","4500","Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)","2013-07-03","2014-01-01","2018-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2017/11/AC_2014_insee_conjoncture_services.pdf","2013-05-30","2013-05-30","2018-12-30","entreprises-et-strategies-de-marche"
"643","2014-10-30","Conjoncture dans les services (Enquête mensuelle de) (2015M024EC)",2015,"Enquête mensuelle de conjoncture dans les services","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2015M024EC","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Entreprise","Répétitive","France métropolitaine",NA,"Mensuelle","4500","Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)","2013-07-03","2014-01-01","2018-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2017/11/AC_2014_insee_conjoncture_services.pdf","2013-05-30","2013-05-30","2018-12-31","entreprises-et-strategies-de-marche"
"644",NA,"Conjoncture dans les services (Enquête mensuelle de) (2016M008EC)",2016,"Enquête mensuelle de conjoncture dans les services","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2016M008EC","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Entreprise","Répétitive","France métropolitaine",NA,"Mensuelle","4500","Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)","2013-07-03","2014-01-01","2018-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2017/11/AC_2014_insee_conjoncture_services-3.pdf","2013-05-30","2013-05-30","2018-12-31","entreprises-et-strategies-de-marche"
"645","2016-10-06","Conjoncture dans les services (Enquête mensuelle de) (2017M008EC)",2017,"Enquête mensuelle de conjoncture dans les services","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2017M008EC","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Entreprise","Répétitive","France métropolitaine",NA,"Mensuelle","4500","Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)","2013-07-03","2014-01-01","2018-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2017/09/AC_2014_dese_conj_services-1.pdf","2013-05-30","2013-05-30","2018-12-31","entreprises-et-strategies-de-marche"
"646","2017-10-02","Conjoncture dans les services (Enquête mensuelle de) (2018M021EC)",2018,"Enquête mensuelle de conjoncture dans les services","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2018M021EC","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Entreprise","Répétitive","France métropolitaine",NA,"Mensuelle","4500","Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)","2013-07-03","2014-01-01","2018-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2017/09/AC_2014_dese_conj_services-1.pdf","2013-05-30","2013-05-30","2018-12-31","entreprises-et-strategies-de-marche"
"647",NA,"Conjoncture dans les services (Enquête mensuelle de) (2019M011EC)",2019,"Enquête mensuelle de conjoncture dans les services","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2019M011EC","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Entreprise","Répétitive","France métropolitaine",NA,"Mensuelle",NA,"Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)","2018-05-29","2019-01-01","2023-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2018/07/AC_2018_Dese_conj_Services.pdf","2018-04-05","2019-01-01","2023-12-31","entreprises-et-strategies-de-marche"
"648",NA,"Conjoncture dans les services (Enquête mensuelle de) (2020M010EC)",2020,"Enquête mensuelle de conjoncture dans les services","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2020M010EC","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Entreprise","Répétitive","France métropolitaine",NA,"Mensuelle",NA,"Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)","2018-05-29","2019-01-01","2023-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2018/07/AC_2018_Dese_conj_Services.pdf","2018-04-05","2019-01-01","2023-12-31","entreprises-et-strategies-de-marche"
"649",NA,"Conjoncture dans les services (Enquête mensuelle de) (2021M022EC)",2021,"Enquête mensuelle de conjoncture dans les services","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2021M022EC","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Entreprise","Répétitive","France métropolitaine",NA,"Mensuelle",NA,"Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)","2018-05-29","2019-01-01","2023-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2018/07/AC_2018_Dese_conj_Services.pdf","2018-04-05","2019-01-01","2023-12-31","entreprises-et-strategies-de-marche"
"650",NA,"Conjoncture dans les services (Enquête mensuelle de) (2022M013EC)",2022,"Enquête mensuelle de conjoncture dans les services","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2022M013EC","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Entreprise","Répétitive","France métropolitaine",NA,"Mensuelle",NA,"Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)","2018-05-29","2019-01-01","2023-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2018/07/AC_2018_Dese_conj_Services.pdf","2018-04-05","2019-01-01","2023-12-31","entreprises-et-strategies-de-marche"
"651",NA,"Conjoncture dans les services (Enquête mensuelle de) (2023M019EC)",2023,"Enquête mensuelle de conjoncture dans les services","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2023M019EC","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Entreprise","Répétitive","France métropolitaine",NA,"Mensuelle",NA,"Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)","2018-05-29","2019-01-01","2023-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2018/07/AC_2018_Dese_conj_Services.pdf","2018-04-05","2019-01-01","2023-12-31","entreprises-et-strategies-de-marche"
"652",NA,"Conjoncture dans les services (Enquête mensuelle de) (2024M019EC)",2024,"Enquête mensuelle de conjoncture dans les services ","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2024M019EC","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Entreprise",NA,"France métropolitaine",NA,"Mensuelle","environ 4 500 unités légales","Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)","2023-09-27","2024-01-01","2028-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2023/10/ac-2023-insee-conjoncture-services-mensuelle.pdf","2023-03-30","2024-01-01","2028-12-31","entreprises-et-strategies-de-marche"
"653","2018-10-15","Conjoncture dans l’industrie (Enquête mensuelle de) (2019M006EC)",2019,"Enquête mensuelle de conjoncture dans l’industrie","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2019M006EC","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Entreprise","Répétitive","France métropolitaine",NA,"Mensuelle",NA,"Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)","2018-05-29","2019-01-01","2023-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2018/07/AC_2018_Dese_conj_Industrie.pdf","2018-04-05","2019-01-01","2023-12-31","entreprises-et-strategies-de-marche"
"654",NA,"Conjoncture dans l’industrie (Enquête mensuelle de) (2020M005EC)",2020,"Enquête mensuelle de conjoncture dans l’industrie","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2020M005EC","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Entreprise","Répétitive","France métropolitaine",NA,"Mensuelle",NA,"Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)","2018-05-29","2019-01-01","2023-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2018/07/AC_2018_Dese_conj_Industrie.pdf","2018-04-05","2019-01-01","2023-12-31","entreprises-et-strategies-de-marche"
"655",NA,"Conjoncture dans l’industrie (Enquête mensuelle de) (2021M017EC)",2021,"Enquête mensuelle de conjoncture dans l’industrie","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2021M017EC","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Entreprise","Répétitive","France métropolitaine",NA,"Mensuelle",NA,"Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)","2018-05-29","2019-01-01","2023-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2018/07/AC_2018_Dese_conj_Industrie.pdf","2018-04-05","2019-01-01","2023-12-31","entreprises-et-strategies-de-marche"
"656",NA,"Conjoncture dans l’industrie (Enquête mensuelle de) (2022M009EC)",2022,"Enquête mensuelle de conjoncture dans l’industrie","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2022M009EC","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Entreprise","Répétitive","France métropolitaine",NA,"Mensuelle",NA,"Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)","2018-05-29","2019-01-01","2023-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2018/07/AC_2018_Dese_conj_Industrie.pdf","2018-04-05","2019-01-01","2023-12-31","entreprises-et-strategies-de-marche"
"657",NA,"Conjoncture dans l’industrie (Enquête mensuelle de) (2023M015EC)",2023,"Enquête mensuelle de conjoncture dans l’industrie","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2023M015EC","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Entreprise","Répétitive","France métropolitaine",NA,"Mensuelle",NA,"Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)","2018-05-29","2019-01-01","2023-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2018/07/AC_2018_Dese_conj_Industrie.pdf","2018-04-05","2019-01-01","2023-12-31","entreprises-et-strategies-de-marche"
"658",NA,"Conjoncture dans l’industrie (Enquête mensuelle de) (2024M015EC)",2024,"Enquête mensuelle de conjoncture dans l’industrie ","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2024M015EC","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Entreprise",NA,"France métropolitaine",NA,"Mensuelle","environ 4 300 unités légales","Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)","2023-09-27","2024-01-01","2028-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2023/10/ac-2023-insee-conjoncture-industrie-mensuelle.pdf","2023-03-30","2024-01-01","2028-12-31","entreprises-et-strategies-de-marche"
"659",NA,"Activité et les conditions d’emploi de la main-d’oeuvre pendant la crise sanitaire covid-19 (Acemo-Covid) (Enquête mensuelle flash sur l’) (2022M703TV)",2022,"Enquête mensuelle flash sur l’activité et les conditions d’emploi de la main-d’oeuvre pendant la crise sanitaire covid-19 (Acemo-Covid)","Enquête d'intérêt général","2022M703TV","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Sans lien avec un règlement européen","Établissement ",NA,"L'enquête couvre les entreprises situés en France entière hors Mayotte","Non","Mensuelle","38000","SSM Travail - Direction de l’animation de la recherche, des études et des statistiques (Dares)","SSM Travail - Direction de l’animation de la recherche, des études et des statistiques (Dares)","2021-11-24","2022-01-01","2022-07-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2022/02/AE_2021_Dares_Acemo_Covid.pdf","2021-11-09","2022-01-01","2022-12-31","emploi-qualification-et-revenus-du-travail"
"660",NA,"Enquête mensuelle flash sur l’activité et les conditions d’emploi de la main-d’oeuvre pendant la crise sanitaire covid-19 (Acemo-Covid)",NA,"Enquête mensuelle flash sur l’activité et les conditions d’emploi de la main-d’oeuvre pendant la crise sanitaire covid-19 (Acemo-Covid)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SSM Travail - Direction de l’animation de la recherche, des études et des statistiques (Dares)","SSM Travail - Direction de l’animation de la recherche, des études et des statistiques (Dares)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"661",NA,"Enquête mensuelle flash sur l’activité et les conditions d’emploi de la main-d’œuvre pendant la crise sanitaire covid-19 (Acemo-Covid) (2020X072TV)",2020,"Enquête mensuelle flash sur l’activité et les conditions d’emploi de la main-d’œuvre pendant la crise sanitaire covid-19 (Acemo-Covid)","Enquête d'intérêt général et obligatoire","2020X072TV","Nouvelle","Enquête d'initiative nationale ou régionale","Sans lien avec un règlement européen","Individu ou ménage ",NA,"L’enquête couvre les entreprises situées en France métropolitaine et les Dom (hors Mayotte)","non","Mensuelle","38000","SSM Travail - Direction de l’animation de la recherche, des études et des statistiques (Dares)","SSM Travail - Direction de l’animation de la recherche, des études et des statistiques (Dares)","2020-03-20","2020-04-01","2020-06-30","Entreprises","https://www.cnis.fr/wp-content/uploads/2020/03/AE_2020_Dares_Acemo_Flash_Covid.pdf","2020-03-30","2020-04-01","2020-06-30","demographie-et-questions-sociales"
"662","2020-11-25","Enquête mensuelle flash sur l’activité et les conditions d’emploi de la main-d’œuvre pendant la crise sanitaire covid-19 (Acemo-Covid) (2021X038TV)",2021,"Enquête mensuelle flash sur l’activité et les conditions d’emploi de la main-d’œuvre pendant la crise sanitaire covid-19 (Acemo-Covid)","Enquête d'intérêt général et obligatoire","2021X038TV","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Sans lien avec un règlement européen","Individu ou ménage ","Ponctuelle","L’enquête couvre les entreprises situées en France métropolitaine et les Dom (hors Mayotte)","non","Mensuelle","38000","SSM Travail - Direction de l’animation de la recherche, des études et des statistiques (Dares)","SSM Travail - Direction de l’animation de la recherche, des études et des statistiques (Dares)","2020-11-24","2021-01-01","2021-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2020/11/AC_2020_Dares_Acemo_Covid_2021.pdf","2020-11-05","2021-01-01","2021-12-31","emploi-qualification-et-revenus-du-travail"
"663","2012-10-12","Activité des grandes surfaces alimentaires (Emagsa) (Enquête mensuelle sur l') (2013M005EC)",2013,"Enquête mensuelle sur l'activité des grandes surfaces alimentaires (Emagsa)","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2013M005EC","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Sans lien avec un règlement européen",NA,"Répétitive","France métropolitaine",NA,"Mensuelle","300","Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)","2008-09-24","2009-01-01","2013-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2017/11/AC_2008_insee_grandes_surfaces_alimentaires.pdf",NA,NA,NA,"entreprises-et-strategies-de-marche"
"664","2013-10-16","Activité des grandes surfaces alimentaires (Emagsa) (Enquête mensuelle sur l') (2014M006EC)",2014,"Enquête mensuelle sur l'activité des grandes surfaces alimentaires (Emagsa)","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2014M006EC","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen",NA,"Répétitive","France métropolitaine",NA,"Mensuelle","350","Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)","2013-07-03","2014-01-01","2018-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2017/11/AC_2014_insee_emagsa.pdf","2013-05-30","2014-01-01","2018-12-31","entreprises-et-strategies-de-marche"
"665","2014-10-30","Activité des grandes surfaces alimentaires (Emagsa) (Enquête mensuelle sur l') (2015M002EC)",2015,"Enquête mensuelle sur l'activité des grandes surfaces alimentaires (Emagsa)","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2015M002EC","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen",NA,"Répétitive","France métropolitaine",NA,"Mensuelle","350","Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)","2013-07-03","2014-01-01","2018-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2017/09/AC_2014_insee_emagsa-1.pdf","2013-05-30","2014-01-01","2018-12-31","entreprises-et-strategies-de-marche"
"666",NA,"Activité des grandes surfaces alimentaires (Emagsa) (Enquête mensuelle sur l') (2016M001EC)",2016,"Enquête mensuelle sur l'activité des grandes surfaces alimentaires (Emagsa)","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2016M001EC","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen",NA,"Répétitive","France métropolitaine",NA,"Mensuelle","350","Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)","2013-07-03","2014-01-01","2018-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2017/11/AC_2014_insee_emagsa-1-2.pdf","2013-05-30","2014-01-01","2018-12-31","entreprises-et-strategies-de-marche"
"667","2016-10-06","Activité des grandes surfaces alimentaires (Emagsa) (Enquête mensuelle sur l') (2017M001EC)",2017,"Enquête mensuelle sur l'activité des grandes surfaces alimentaires (Emagsa)","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2017M001EC","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen",NA,"Répétitive","France métropolitaine",NA,"Mensuelle","350","Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)","2013-07-03","2014-01-01","2018-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2017/09/AC_2014_insee_emagsa-1.pdf","2013-05-30","2014-01-01","2018-12-31","entreprises-et-strategies-de-marche"
"668","2017-10-02","Activité des grandes surfaces alimentaires (Emagsa) (Enquête mensuelle sur l') (2018M049EC)",2018,"Enquête mensuelle sur l'activité des grandes surfaces alimentaires (Emagsa)","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2018M049EC","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Établissement ","Répétitive","France Métropolitaine.",NA,"Mensuelle","350","Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)","2013-07-03","2014-01-01","2018-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2017/12/AC_2014_insee_emagsa-1.pdf","2013-05-30","2014-01-01","2018-12-31","entreprises-et-strategies-de-marche"
"669","2018-10-15","Activité des grandes surfaces alimentaires (Emagsa) (Enquête mensuelle sur l') (2019M025EC)",2019,"Enquête mensuelle sur l'activité des grandes surfaces alimentaires (Emagsa)","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2019M025EC","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Entreprise","Répétitive","France Métropolitaine.",NA,"Mensuelle","400","Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)","2013-07-03","2014-01-01","2019-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2018/11/AC_2013_EMAGSA-rectificatif.pdf","2013-05-30","2014-01-01","2019-12-31","entreprises-et-strategies-de-marche"
"670",NA,"Activité des grandes surfaces alimentaires (Emagsa) (Enquête mensuelle sur l') (2020M015EC)",2020,"Enquête mensuelle sur l'activité des grandes surfaces alimentaires (Emagsa)","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2020M015EC","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Entreprise","Répétitive","France entière","L’enquête a été récemment étendue à la France entière (elle était précédemment limitée à la France métropolitaine).","Mensuelle","400","Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)","2019-07-02","2020-01-01","2024-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2019/09/AC_2019_Dse_Emagsa.pdf","2019-03-28","2020-01-01","2024-12-31","entreprises-et-strategies-de-marche"
"671","2020-10-21","Activité des grandes surfaces alimentaires (Emagsa) (Enquête mensuelle sur l') (2021M047EC)",2021,"Enquête mensuelle sur l'activité des grandes surfaces alimentaires (Emagsa)","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2021M047EC","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Entreprise","Répétitive","France entière","L’enquête a été récemment étendue à la France entière (elle était précédemment limitée à la France métropolitaine).","Mensuelle","400","Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)","2019-07-02","2020-01-01","2024-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2019/09/AC_2019_Dse_Emagsa.pdf","2019-03-28","2020-01-01","2024-12-31","entreprises-et-strategies-de-marche"
"672",NA,"Activité des grandes surfaces alimentaires (Emagsa) (Enquête mensuelle sur l') (2022M030EC)",2022,"Enquête mensuelle sur l'activité des grandes surfaces alimentaires (Emagsa)","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2022M030EC","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Entreprise","Répétitive","France entière","L’enquête a été récemment étendue à la France entière (elle était précédemment limitée à la France métropolitaine).","Mensuelle","400","Institut national de la statistique et des études économiques (Insee)","Institut national de la statistique et des études économiques (Insee)","2019-07-02","2020-01-01","2024-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2019/09/AC_2019_Dse_Emagsa.pdf","2019-03-28","2020-01-01","2024-12-31","entreprises-et-strategies-de-marche"
"673","2016-10-06","Activité en métropole dans le bâtiment (de la Fédération française du bâtiment) (FFB) (Enquête mensuelle sur l') (2017M055EQ)",2017,"Enquête mensuelle sur l'activité en métropole dans le bâtiment (de la Fédération française du bâtiment) (FFB)","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2017M055EQ","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Entreprise","Répétitive","France Métropolitaine.",NA,"Mensuelle","9800","Service de l'observation et des statistiques (SOeS)","Fédération française du bâtiment (FFB)|Service de l'observation et des statistiques (SOeS)","2016-06-15","2017-01-01","2020-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2017/09/AC_2016_SOeS_EMBTP-2.pdf","2015-04-01","2016-01-01","2020-12-31","entreprises-et-strategies-de-marche"
"674","2015-09-21","Activité en métropole dans les travaux publics (FNTP) (Enquête mensuelle sur l') (2016M060AU)",2016,"Enquête mensuelle sur l'activité en métropole dans le bâtiment et les travaux publics","Enquête d'intérêt général et de qualité statistique à caractère obligatoire","2016M060AU","Reconduite par un nouvel avis d'opportunité (enquêtes annuelles ou infra-annuelles)","Enquête d'initiative nationale ou régionale","Servant à répondre à un règlement européen","Entreprise","Répétitive","L'enquête couvre l'ensemble de la France métropolitaine (y compris la Corse).",NA,"Mensuelle","2300","Service de l'observation et des statistiques (SOeS)","Fédération nationale des travaux publics (FNTP)|Service de l'observation et des statistiques (SOeS)","2015-06-24","2016-01-01","2016-12-31","Entreprises","https://www.cnis.fr/wp-content/uploads/2015/06/AC_2015_soes_activite_metropole_travaux_publics.pdf","2015-04-01","2016-01-01","2020-12-31","entreprises-et-strategies-de-marche"
